"","link","oraciones","has_key"
"18","https://www.clarin.com/revista-enie/ideas/walter-sosa-escudero-big-data-experto-diluvio-datos_0_e9JEpX9e.html","es una linda oportunidad para enfrentarnos como sociedad a la naturaleza de los errores y también a lo incierto dos cosas que la big data puede empujar fuertea qué te referís con el desafío de la lluvia de datos para el sistema educativo que sin gran inversión puede dar enormes beneficiosuno de los desafíos es que quizá una cultura algorítmica permita entender mejor cómo son las cosas y redunde en explicar mejor",TRUE
"19","https://www.clarin.com/revista-enie/ideas/walter-sosa-escudero-big-data-experto-diluvio-datos_0_e9JEpX9e.html","recibió el premio de la economics graduate student organization 2012 y 2014 por su labor docente en la universidad de illinois el premio quinquenal a la investigación 2016 de la udesa y el konex 2016 entre otros           googletagcmdpushfunction  googletagdisplaydivgptadinread2                                                                    st0fillnonestroke191919strokewidth1strokemiterlimit10                                       temas que aparecen en esta nota  big datareconocimiento facialinteligencia artificial             googletagcmdpushfunction  googletagdisplaydivgptadinread3                                             st0fillnonestroke191919strokewidth1strokemiterlimit10                                   comentarios      comentar las notas de clarín es exclusivo para suscriptores",TRUE
"20","https://www.clarin.com/brandstudio/big-data-inteligencia-artificial-sociologia-analiza-cerca-nuevo-mundo-digital_0_o7_VhRwd9.html","brand studio para uflo universidad          googletagcmdpushfunction  googletagdisplaydivgptadinread      uflo universidad es una institución contextualizada con el entorno actual que comprende y reconoce la transformación social de las últimas décadas a raíz de la incorporación de las nuevas tecnologías como big data inteligencia artificial y la proliferación de algoritmos sociales con los que se interactúa en la cotidianeidadobservando esos cambios y las necesidades locales regionales y globales los profesionales y científicos de la institución consideran de gran relevancia el rol de los sociólogos que buscan poder ofrecer respuestas a la evolución social de una era digital que constantemente está generando huellas personales mediante el uso intensivo de internetuna sociología modernael lic",TRUE
"21","https://www.clarin.com/brandstudio/big-data-inteligencia-artificial-sociologia-analiza-cerca-nuevo-mundo-digital_0_o7_VhRwd9.html","gastón becerra coordinador académico de la licenciatura en sociología de la uflo explica el big data nos trae reclamos fuertes es un desarrollo que creció muchísimo en los últimos quince años montándose en un proceso social de convertir nuestra vida registrarla y tratarla como datos mediante ciclos y gracias a la disponibilidad de ciertas tecnologías como un celular que es una máquina gigante donde se escudriña todo lo que hacemos",TRUE
"22","https://www.clarin.com/brandstudio/big-data-inteligencia-artificial-sociologia-analiza-cerca-nuevo-mundo-digital_0_o7_VhRwd9.html","eso generó una situación particular a la que se llamó big data acompañada de la mano de la inteligencia artificial masificación de algunos conocimientos tecnológicos que antes eran muy específicos del campo de la computación y que ahora cualquier persona puede estar usando jugando o utilizando un algoritmo",TRUE
"23","https://www.clarin.com/brandstudio/big-data-inteligencia-artificial-sociologia-analiza-cerca-nuevo-mundo-digital_0_o7_VhRwd9.html","el sociólogo y doctor en filosofía a cargo de la carrera universitaria agrega la propuesta que tenemos en uflo busca que los sociólogos podamos insertarnos en el mundo del big data que podamos colaborar con ingenieros programadores y aportar nuestra visión crítica y comprometida de la realidad aprovechando lo bueno y positivo que tienen los desarrollos para poder hacer una sociología computacional y con técnicas más sofisticadas de investigación",TRUE
"24","https://www.clarin.com/brandstudio/big-data-inteligencia-artificial-sociologia-analiza-cerca-nuevo-mundo-digital_0_o7_VhRwd9.html","uflo universidad plantea la tarea académica de formar nuevos profesionales que incorporen los saberes digitales con nuevas técnicas y herramientas de investigación a través de una mirada ética y crítica epistemológicamente fundada y comprometida con los problemas socialescon este objetivo se concibe la licenciatura en sociología convirtiéndose en una nueva propuesta educacional que logra integrar la sociología computacional y los estudios críticos del big data en la formación sociológica de gradoherramientas concretasla licenciatura en sociología es una carrera de grado con una duración de cuatro años contando con una titulación intermedia de analista social universitario de datos que es equivalente a una certificación en análisis en ciencias de datos",TRUE
"25","https://www.clarin.com/brandstudio/big-data-inteligencia-artificial-sociologia-analiza-cerca-nuevo-mundo-digital_0_o7_VhRwd9.html","a lo largo de la carrera se preparará al alumno en la práctica de investigación permanente nuestros estudiantes inician primer año y finalizan transitando siete talleres de análisis de estadísticas y metodologías de la investigación incorporando los saberes y técnicas sociales en una carrera de grado que incluye la formación sintética de los saberes sociológicos y lo computacional concluyeya está abierta la inscripción para comenzar a cursar la licenciatura en sociología en agosto de 2021 al igual que en las carreras de tecnicatura en acompañante terapéutico y el programa tecnologías de la transformación digital que permite obtener certificaciones en programación full stack analista en ciencia de datos y analista de negociosinformes e inscripción en wwwufloeduar y por whatsappciudad autónoma de buenos aires caba +54 9 11 50143427comahue + 54 9 299 6220177san miguel + 54 9 11 61562521           googletagcmdpushfunction  googletagdisplaydivgptadinread2                                                                    st0fillnonestroke191919strokewidth1strokemiterlimit10                                       temas que aparecen en esta nota  carreras universitariasbrand studiosociologíabig data             googletagcmdpushfunction  googletagdisplaydivgptadinread3                                             st0fillnonestroke191919strokewidth1strokemiterlimit10                                   comentarios      comentar las notas de clarín es exclusivo para suscriptores",TRUE
"26","https://www.clarin.com/tecnologia/borges-inmensidad-datos-funes-memorioso-big-data-estadistica-_0_jrl_P2vPS.html","pero la universalidad de un escritor como jorge luis borges logra que además de tantas otras ciencias la disciplina científica fundada en el siglo xx tenga mucho que ver con el aleph pierre menard los golems y laberintos          googletagcmdpushfunction  googletagdisplaydivgptadinread      eso fue lo que entendió walter sosa escudero estadístico profesional y lector atento de la obra del escritor argentino más reconocido del mundo y lo que hizo en borges big data y yo un intento por divulgar el conocimiento de la estadística en relación con el nuevo fenómeno del big data",TRUE
"27","https://www.clarin.com/tecnologia/borges-inmensidad-datos-funes-memorioso-big-data-estadistica-_0_jrl_P2vPS.html","la sorprendente quizás mágico en borges es su capacidad de crear un universo a partir de esos pocos conocimientos explica escudero a clarína partir de esos coqueteos sosa escudero reconstruye problemas de la estadística una disciplina importantísima en la historia de la ciencia y que es capaz de guiar el proceso de interacción con datos complejos como los de big data",TRUE
"28","https://www.clarin.com/tecnologia/borges-inmensidad-datos-funes-memorioso-big-data-estadistica-_0_jrl_P2vPS.html","ahora bien como se lee en el libro hay un problema la estadística es la ciencia de la parte por el todo su objetivo no es analizar datos sino llegar a ver qué hay detrás de ellos intenta dar respuestas útiles y a bajo costo en situaciones con información limitada explica en el libroel big data en cambio responde a una ciencia de datos que es un nombre que cuando está bien utilizado hace referencia a esta versión millennial de la estadística en tiempos de datos masivos y algoritmos poderosos",TRUE
"29","https://www.clarin.com/tecnologia/borges-inmensidad-datos-funes-memorioso-big-data-estadistica-_0_jrl_P2vPS.html","escondido en un cuento de borges está el argumento de por qué big data no es ni será nunca todos los datos por muchos que sean aclara escuderoacá algunas reflexiones entre el eterno escritor y la estadística científica una disciplina que según escudero está más viva que nunca",TRUE
"30","https://www.clarin.com/tecnologia/borges-inmensidad-datos-funes-memorioso-big-data-estadistica-_0_jrl_P2vPS.html","la estadística me ofreció la posibilidad de manejarme en ese territorio intermedio en donde conviven la ciencia exacta con la tecnología y la problemática social     walter sosa escudero estadístico y escritor    -vos sostenés que big data es en realidad new data",TRUE
"31","https://www.clarin.com/tecnologia/borges-inmensidad-datos-funes-memorioso-big-data-estadistica-_0_jrl_P2vPS.html","big data no es más de lo mismo sino un fenómeno distinto",TRUE
"32","https://www.clarin.com/tecnologia/borges-inmensidad-datos-funes-memorioso-big-data-estadistica-_0_jrl_P2vPS.html","-funes es big data sin estadística señalás",TRUE
"33","https://www.clarin.com/tecnologia/borges-inmensidad-datos-funes-memorioso-big-data-estadistica-_0_jrl_P2vPS.html","la frase la dijo stephen stigler tal vez el historiador más importante de la estadística sugiriendo que la revolución del big data no es de datos sino de datos y de su análisis sistemático",TRUE
"34","https://www.clarin.com/tecnologia/borges-inmensidad-datos-funes-memorioso-big-data-estadistica-_0_jrl_P2vPS.html","borges big data y yo  siglo xxi editores  176 páginas  750 pesos    borges big data y yo editado por siglo xxi editores está disponible en formato físico y en ebook<U+200B>",TRUE
"35","https://www.clarin.com/tecnologia/inteligencia-artificial-big-data-robotica-vacunas-ayudan-frenar-avance-coronavirus_0_3-BSOA53S.html","muchos de los 11 millones de habitantes de la ciudad china comentaban que se encontraban mal tosían y tenían fiebre          googletagcmdpushfunction  googletagdisplaydivgptadinread      con la ayuda del big data y la inteligencia artificial ia la compañía analizó cientos de términos de búsqueda como no me encuentro bien algo me pasa o estoy enfermo para concluir que estaban frente a una nueva enfermedad infecciosa",TRUE
"36","https://www.clarin.com/tecnologia/inteligencia-artificial-big-data-robotica-vacunas-ayudan-frenar-avance-coronavirus_0_3-BSOA53S.html","blue dot´s que también predijo el brote de zika en florida miami seis meses antes de que ocurriera está como otras muchas compañías en el frente de la inteligencia artificial y el big data contra el coronavirus",TRUE
"37","https://www.clarin.com/tecnologia/inteligencia-artificial-big-data-robotica-vacunas-ayudan-frenar-avance-coronavirus_0_3-BSOA53S.html","inteligencia artificial y big data se están revelando como instrumentos esenciales para analizar y descubrir cómo es y actúa este enemigo desconocido y hallar lo antes posible un antídoto al covid19 que llegó evidentemente para quedarsecon información de la vanguardia           googletagcmdpushfunction  googletagdisplaydivgptadinread2             windowaddeventlistenerdomcontentloaded function          var newsletterstorage = windowlocalstorage         var nlobject =              id  129             newslettername  tecno             title  newsletters clarín             subtitle  tecno             bajada  un envío semanal con las noticias más importantes del mundo tech             quotedbajada un envío semanal con las noticias más importantes del mundo tech             imgsrc httpswwwclarincomimg202010074kupdvv5290x1401jpg             frequency publicaciones semanales             htmlcontent  function                    return <div class=newsletterembeb susaction grupo= + thisid + titulo= + thisnewslettername +>                              <article>                                 <div class=bd>                                     <div class=mt>                                         <span class=titlebox> + thistitle +<span>                                         <span class=subtitlebox> + thissubtitle +<span>                                         <h4 style=cursorpointer> + thisquotedbajada +<h4>                                         <div class=datatxt style=cursorpointer>                                             <span> + thisfrequency +<span>                                         <div>                                         <div class=bt style=cursorpointer>                                             <p>recibir newsletter<p>                                         <div>                                     <div>                                     <picture>                                         <img alt= + thisbajada + src= + thisimgsrc +  loading=lazy >                                     <picture>                                 <div>                             <article>                         <div>                                        var nllanding =              title               quotedbajada              imgsrc              urlnl              htmllandig  function                    return <div class=newsletterembeb >                              <article>                                 <div class=bd>                                     <div class=mt>                                         <span class=titlebox> + thistitle +<span>                                         <h4 style=cursorpointer> + thisquotedbajada +<h4>                                         <div class=bt style=cursorpointer>                                             <a href =+ thisurlnl +> <p>ver todos los newsletters<p><a>                                         <div>                                     <div>                                     <picture>                                         <img alt= + thisquotedbajada + src= + thisimgsrc +  loading=lazy >                                     <picture>                                 <div>                             <article>                         <div>                                 function  $               $",TRUE
"38","https://www.clarin.com/rural/big-data-vez-insumo-clave-semillas-precision_0_BkJnbkO3z.html","en 2017 se colectaron más datos sobre mejoramiento genético que en la década anterior 10 terabytes 500 millones de datos dijo federico vartorelli líder de investigación de monsanto en américa del sureso tiene que ver con el big data el proceso de recolección y análisis de millones de datos que permite alumbrar información no observada a la primera impresión y también establecer nuevas correlaciones",TRUE
"39","https://www.clarin.com/ciudades/brasilenos-aman-florida-estadounidenses-palermo-uso-big-data-saber-hacen-turistas-extranjeros_0_MsmGsWGQY.html","no precisiones obtenidas mediante el uso de big data aplicado al turismo en la ciudad",TRUE
"40","https://www.clarin.com/deportes/quedaron-mira-integrar-empresas-argentinas-involucradas-bar-agate_0_B_6gvVBdG.html","el frente del local tiene un ventanal ploteado con la imagen del ns group un holding según puede verse en esa misma vidriera que se dedica a social science  big data",TRUE
"41","https://www.clarin.com/deportes/quedaron-mira-integrar-empresas-argentinas-involucradas-bar-agate_0_B_6gvVBdG.html","en ese lugar precisamente funcionan otras tres empresas que forman parte del barçagate tantra soft sa big data solutions sa y digital side sa          googletagcmdpushfunction  googletagdisplaydivgptadinread      las primeras dos son propiedad de carlos rafael ibáñez constantino un empresario uruguayo nacido el 11 de junio de 1960 en montevideo",TRUE
"42","https://www.clarin.com/revista-enie/ideas/facil-sacar-borges-contexto_0_Ghlec9WKi.html","sosa escudero a quien el tiempo harían licenciado en economía de la uba y doctor por la universidad de illinois eeuu tenía entonces 15 años y sintió la emoción de su padre ante ese borges mínimo de andar sosegado que contrastaba con la figura totémica que todos los argentinos teníamos de él incluso los que como el padre de sosa escudero jamás leyó un libro ni de borges ni de nadie pero cuya emoción ante borges era producto de quien siente la presencia salvadora de la sabiduría no un evento cholulo          googletagcmdpushfunction  googletagdisplaydivgptadinread      con esa historia arranca borges big data y yo tercer opus del profesor universitario para la colección ciencia que ladra de siglo xxi en donde sosa escudero se las arregla para anudar tópicos en apariencia alejados",TRUE
"43","https://www.clarin.com/revista-enie/ideas/facil-sacar-borges-contexto_0_Ghlec9WKi.html","trabajé este libro durante tres o cuatro años antes incluso que big data 2019",TRUE
"44","https://www.clarin.com/revista-enie/ideas/facil-sacar-borges-contexto_0_Ghlec9WKi.html","pero dado que existía big data en algún momento y con el trabajo de raquel san martín mi editora lo vimos más como una introducción a borges",TRUE
"45","https://www.clarin.com/revista-enie/ideas/facil-sacar-borges-contexto_0_Ghlec9WKi.html","el desafío justamente es que se vaya el miedo y en todo caso que quede el respeto para ambos para la matemática y para borges porque es verdad que hay una complejidad subyacente que está bueno que existacuál sería la relación de borges con la big data en síntesisborges se espantaría con este nexo con la estadística",TRUE
"46","https://www.clarin.com/revista-enie/ideas/facil-sacar-borges-contexto_0_Ghlec9WKi.html","borges big data y yo  siglo xxi editores  176 páginas  750 pesos    en un mundo de big data google y redes sociales tenés y coleccionás enciclopedias",TRUE
"47","https://www.clarin.com/revista-enie/ideas/facil-sacar-borges-contexto_0_Ghlec9WKi.html","walter sosa escudero autor de borges big data y yo",TRUE
"48","https://www.clarin.com/revista-enie/ideas/posthumanismo_0_2g492HziZ.html","aunque esa posibilidad no es nueva e influye en la perspectiva médica desde mediados de los años 60 la imparable convergencia contemporánea entre robótica neurociencia digitalización y big data ha transformado las fantasías cibernéticas de terminator y robocop en posibilidades latentesel término cyborg contracción del inglés para cybernetic organism organismo cibernético ya era frecuente en el cine y la ciencia ficción literaria de la década de los ochenta pero alcanzó progresivamente cierta estatura ontológica en el parámetro cultural de un nuevo tipo de sociologíaen su manifiesto cyborg de 1991 la teórica feminista donna haraway definió la frontera entre ciencia ficción y realidad social como una ilusión óptica por lo que el cyborg pasaría a ser como criatura de esa nueva coyuntura el sujeto político determinante de una remodelación radical de la culturaharaway utilizaba la figura del cyborg para ilustrar sus propias teorías sobre un mundo postgenérico en el que las diferencias entre lo masculino y lo femenino se difuminan frente a la realidad biológica intrusada por la tecnología aunque la politización del término tenía alcances mucho más prácticos",TRUE
"49","https://www.clarin.com/sociedad/salta-usan-inteligencia-artificial-prever-embarazos-adolescentes_0_r10wlG6jf.html","es un programa continuó que aplicando inteligencia artificial procesando big data estamos hoy arriba de tres mil niñas trabajando con niveles de predestinación de cerca del 90 respecto a posibilidades por marco social por formación por núcleo familiar por lo que sea que se plantean esas cosas",TRUE
"50","https://www.clarin.com/tecnologia/inteligencia-artificial-predice-ganador-eurocopa_0_tuTbAC26N.html","incluso si la predicción fue hecha por una supercomputadora conocida por tener capacidades de procesamiento de datos de alta velocidadfútbol inteligentemás allá de los pronósticos los sistemas predictivos y el big data tienen cada vez más influencia en el fútbol moderno",TRUE
"51","https://www.clarin.com/sociedad/tecnologia-gran-aliada-hombre-lucha-coronavirus_0_WITjhVfSV.html","mientras los teléfonos inteligentes y las notebooks fueron clave para la comunicación y el trabajo la inteligencia artificial ia y el big data aceleran la búsqueda de una vacuna",TRUE
"52","https://www.clarin.com/sociedad/tecnologia-gran-aliada-hombre-lucha-coronavirus_0_WITjhVfSV.html","foto juano tesone    el otro foco tecnológico es el rol que cumple la inteligencia artificial y el big data",TRUE
"53","https://www.clarin.com/sociedad/tecnologia-gran-aliada-hombre-lucha-coronavirus_0_WITjhVfSV.html","la ia y el big data son herramientas muy eficaces para obtener información actualizada sobre el coronavirus que ayudan a médicos científicos investigadores y líderes políticos a generar predicciones para tomar la decisión adecuada",TRUE
"54","https://www.clarin.com/sociedad/tecnologia-gran-aliada-hombre-lucha-coronavirus_0_WITjhVfSV.html","la ia y el big data que están desarrollándose cada vez más rápidamente podrían brindar en un futuro cercano soluciones a distancia para frenar el avance del covid19 detalla fabián díaz segovia coo  cto de nubiral",TRUE
"55","https://www.clarin.com/economia/industrias-4-0-fabrica-inteligente-llego-argentina_0_LDTaVmuR.html","finalmente y después de los avances registrados en la banca el comercio y servicios la incorporación de nuevos procesos automatizados basados en inteligencia artificial y big data está modificando el panorama en sectores industriales como el petrolero siderurgia alimentación electricidad construcción minería y hasta gestión de agua",TRUE
"56","https://www.clarin.com/economia/quales-group-empresa-chicas-tecnologia_0_1M_goxcB.html","publicado en revista pymes          googletagcmdpushfunction  googletagdisplaydivgptadinread      quales es una compañía argentina de business intelligence bi big data y analytics fundada hace cinco años que ya concretó trabajos para empresas como kimberly clark toyota argentina hospital italiano de la plata mercado libre y leader entertainment como parte de una cartera que ya abarca 60 clientes",TRUE
"57","https://www.clarin.com/economia/quales-group-empresa-chicas-tecnologia_0_1M_goxcB.html","para lograrlo utiliza data management big data analytics qux y machine learning",TRUE
"58","https://www.clarin.com/rural/10-innovaciones-campo-argentino-admira-mundo_0_am9ex3ZhX.html","genética y biotecnología  el mejoramiento de semillas se vale de tecnologías digitales el big data la inteligencia artificial y la internet de las cosas",TRUE
"59","https://www.clarin.com/rural/10-innovaciones-campo-argentino-admira-mundo_0_am9ex3ZhX.html","es que la inteligencia artificial y el big data propician modelos predictivos a partir de datos históricos anticipan cambios en las condiciones agrícolas",TRUE
"60","https://www.clarin.com/rural/10-innovaciones-campo-argentino-admira-mundo_0_am9ex3ZhX.html","arrozales con riego por big data  en el litoral se aplica riego por big data con técnicas como las de nivel cero o pendiente controlada",TRUE
"61","https://www.clarin.com/rural/10-innovaciones-campo-argentino-admira-mundo_0_am9ex3ZhX.html","el big data se ha incorporado en empresas de trayectoria global yo centenaria como ya se ha comentado y también en otras más modernas como adecoagro que utiliza esta tecnología en los cultivos de arroz particularmente en lo asociado al riego porque le redunda en un eficiente control productivo como de la sustentabilidad ambientalel 50 del rendimiento del cultivo depende de que el terreno esté correctamente irrigado lo cual requiere tener en cuenta la disponibilidad de agua su altura y caudal de riego y el tiempo en que permanece en el cultivo",TRUE
"62","https://www.clarin.com/rural/10-innovaciones-campo-argentino-admira-mundo_0_am9ex3ZhX.html","esto se complementa con información que surge del monitoreo de riego con drones y con la aplicación de big data para analizar los mapas de cosecha",TRUE
"63","https://www.clarin.com/tecnologia/crean-supercomputadora-potente-mundo-japon-fugaku_0_qWzCsnJX5.html","está focalizada en el big data y la inteligencia artificial          googletagcmdpushfunction  googletagdisplaydivgptadinread       con estos resultados fugaku logra situarse en el primer puesto del top 500 de las supercomputadoras más rápidas del mundo con una potencia casi tres veces mayor que la de la líder anterior del ranking summit como informan los autores de la lista",TRUE
"64","https://www.clarin.com/tecnologia/crean-supercomputadora-potente-mundo-japon-fugaku_0_qWzCsnJX5.html","ap    fugaku bautizado en honor al monte fuji también ocupó el primer puesto en otras tres categorías que miden el rendimiento en métodos computacionales para uso industrial aplicaciones de inteligencia artificial y análisis de macrodatos big data",TRUE
"65","https://www.clarin.com/tecnologia/1-mayo-trabajos-profesiones-surgiran-futuro_0_mLXVVCUQF.html","de cara a los próximos años las profesiones que emergerán cada vez con más fuerza están focalizadas en big data y análisis de la información protección del medio ambiente energías renovables biotecnología robótica investigación aeroespacial diseñadores de viajes sin conductor desarrolladores android expertos en agrotech chef de alimentos en impresoras en 3d y hasta banqueros de criptomonedas",TRUE
"66","https://www.clarin.com/tecnologia/1-mayo-trabajos-profesiones-surgiran-futuro_0_mLXVVCUQF.html","arquitecto de big data<U+200B>la arquitectura de big data consiste en tratar y analizar grandes volúmenes de datos que no pueden ser gestionados de manera convencional al superar las capacidades de otras herramientas de software utilizadas convencionalmente para el almacenamiento gestión y procesamiento de datos",TRUE
"67","https://www.clarin.com/tecnologia/1-mayo-trabajos-profesiones-surgiran-futuro_0_mLXVVCUQF.html","el arquitecto de datos trabaja de cerca con el cliente y con otros profesionales como el arquitecto de soluciones y es capaz de traducir los requisitos empresariales del cliente en una solución de big datadata scientist<U+200B>puede desempeñar un trabajo muy diferente en función de la empresa para la que trabaje aunque hay tareas comunes a la profesión entre ellas extraer enormes volúmenes de datos de orígenes diversos depurar y limpiar los datos para descartar información irrelevante o utilizar sofisticados softwares de análisis machine learning y estadística con los que preparar los datos para su uso en modelos prescriptivos y predictivos",TRUE
"68","https://www.clarin.com/mundo/china-cerca-ejercito-grande-mundo-otan-pone-mira_0_fi7acfA0s.html","foto afp    la suma de sus navíos militares ya constituye la mayor marina militar del planeta aunque aún no tiene el despliegue de portaaviones militares del que goza estados unidosbeijing invierte masivamente explica una fuente civil de la otan en desarrollar nuevas armas y tecnologías desde las de misiles hipersónicos hasta reconocimiento facial pasando por inteligencia artificial y big data",TRUE
"69","https://www.clarin.com/opinion/nerds-nuevos-rockstars_0_viZy1ZlJH.html","los abanderados del big data y la inteligencia artificial son quienes llevan a cabo la transición de las empresas al mundo digital",TRUE
"70","https://www.clarin.com/politica/guerra-encuestas-pleno-aparecieron-12-pronosticos-presidencial-solo-48-horas_0_xab-JeIrE.html","consultora ideia big data ventaja macrista de 3 puntos  es una firma brasileña que mide para la agencia bloomberg vinculada al mundo financiero",TRUE
